Name,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Blair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542,0,0.000509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000871,0,0,0,0,0,0,0,0,0,0,0,0.000411,0,0.000412,0,0,0,0,0,0.000432,0,0,0.000458,0,0,0,0,0,0,0,0,0,0,0.000734,0,0,0.000549,0,0,0,0.000679,0,0.000753,0,0,0,0.000773,0.000836,0,0,0,0.000868,0,0.000886,0.00087,0.000844,0.000887,0,0.000845,0,0.003738,0,0.001378,0.000625,0,0.000768,0.000849,0,0.001217,0.002521,0,0,0,0.005831,0.00235,0.002179,0,0,0.001015,0.001148,0,0.004595,0.003754,0.0014,0.001482,0.001773,0,0.003688,0.003991,0,0,0,0,0.004524,0,0.00796,0.014939,0,0,0,0,0,0.003509,0.003356,0.003293,0,0.002954,0.006049,0.005941,0.00301,0,0.006664,0,0.007415,0,0.011206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake,0,0,0,0.000793,0.000801,0,0,0,0,0,0,0,0.000686,0.000659,0,0,0,0,0,0,0,0,0,0,0,0.000562,0,0.000551,0,0,0.000509,0.000522,0,0,0,0,0.000457,0.000454,0,0,0,0.000439,0,0,0,0,0,0,0,0,0,0,0.000432,0,0,0,0.000421,0,0,0,0,0.000814,0,0,0,0,0,0,0,0.000468,0,0.000477,0,0,0,0,0,0,0.000622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000879,0,0,0,0,0,0,0.000852,0.000845,0.001548,0.001495,0.000786,0,0.000625,0,0,0,0,0,0,0,0,0.00122,0.002332,0,0,0,0,0,0.001148,0,0,0.003754,0,0.002965,0,0,0.003688,0.001995,0.002143,0.012063,0.003981,0.004335,0.022621,0.008692,0.00398,0.00747,0.015661,0.003764,0.020928,0.013257,0,0.007017,0.003356,0.013172,0.003218,0,0.015123,0.035643,0.039133,0.033053,0.01666,0.024758,0.037077,0.007807,0.044825,0.018003,0.011972,0.03502,0.039459,0.045116,0.031833,0.029603,0.084338,0.065789,0.147608,0.1325,0.205954,0.244269,0.104037,0.138122
Blanch,0.001666,0.00319,0.000796,0.000793,0,0,0.000753,0.000747,0.000709,0.00228,0.002218,0.003565,0.001372,0.001976,0.002583,0.001948,0.000627,0.001256,0.00247,0.004924,0.003762,0.003565,0.005869,0.004639,0.003953,0.002248,0.008312,0.003857,0.007593,0.006359,0.004583,0.009394,0.005115,0.010931,0.004842,0.008153,0.008674,0.009072,0.007847,0.011894,0.012798,0.014934,0.013665,0.013466,0.010659,0.013063,0.01866,0.013287,0.017495,0.018708,0.019099,0.023511,0.014259,0.016575,0.019758,0.01285,0.012207,0.015626,0.015672,0.012363,0.014331,0.010179,0.007818,0.013759,0.006861,0.00216,0.005648,0.003502,0.001375,0.004214,0.003661,0.002859,0.001448,0.000948,0.002152,0.001072,0.001065,0.001115,0.000622,0,0.002089,0,0.001099,0,0.00067,0.000695,0.002715,0.000736,0.000753,0,0,0.00082,0,0,0,0,0.000879,0,0,0,0,0,0.001773,0,0,0,0,0,0,0,0,0,0,0,0.001217,0,0,0.001273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blanche,0.001666,0.000797,0.003184,0.000793,0.003206,0.001582,0.00226,0.001495,0.006379,0.00076,0.003697,0.004991,0.004804,0.003294,0.007748,0.009739,0.01128,0.011308,0.007411,0.012309,0.013796,0.011288,0.01115,0.016237,0.014119,0.015734,0.023828,0.035811,0.035252,0.029673,0.030043,0.026617,0.040406,0.05068,0.045519,0.037887,0.051129,0.046722,0.046647,0.053524,0.053327,0.051389,0.04893,0.046047,0.046901,0.063571,0.059373,0.063437,0.057177,0.052642,0.054259,0.068822,0.065246,0.0605,0.063057,0.068808,0.058931,0.054279,0.056913,0.060991,0.058963,0.060257,0.051432,0.055038,0.055744,0.060487,0.055615,0.059098,0.055454,0.060873,0.048057,0.04765,0.05261,0.049299,0.048416,0.054116,0.043133,0.053542,0.046662,0.049894,0.044565,0.04271,0.02637,0.034607,0.031496,0.03473,0.03869,0.033844,0.021845,0.032447,0.027636,0.013945,0.015465,0.015881,0.025166,0.016391,0.012301,0.009551,0.00996,0.009744,0.013057,0.007593,0.007979,0.005964,0.003382,0.009289,0.000748,0.003142,0.003444,0.006255,0.003715,0.004605,0.003396,0.001095,0.002434,0.002521,0.006412,0.002546,0.00244,0.001166,0.001175,0.002179,0.001007,0,0,0.001148,0.001117,0,0,0.0014,0.001482,0,0,0,0.001995,0,0.003016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003218,0.002954,0.003025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleddyn,0,0,0,0,0,0,0,0.000747,0,0,0,0,0,0,0.000646,0,0,0.000628,0,0,0,0,0.000587,0.00058,0.000565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000425,0.000427,0,0,0.000434,0,0,0,0,0,0,0,0.000855,0.000432,0,0.000841,0,0,0,0,0,0,0.000814,0,0,0,0,0,0,0.001375,0.000937,0,0,0,0,0.000538,0,0,0,0.001244,0,0.000696,0.000689,0.001099,0,0.00134,0.000695,0.000679,0,0,0,0.00079,0,0,0,0.000868,0.000863,0.000879,0.001737,0.00083,0.000886,0.00087,0,0.000887,0.000852,0.002536,0.000774,0.000748,0.000786,0.001378,0.001251,0.000743,0.000768,0.000849,0,0,0.00126,0,0,0,0,0,0,0.002014,0,0,0,0,0,0,0,0.001482,0,0,0,0.001995,0.002143,0,0,0,0,0,0,0,0,0.003764,0.003488,0,0,0,0,0,0,0,0,0,0.00602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blodwen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000427,0.002635,0.002204,0.00391,0.004264,0.004354,0.004241,0.006001,0.0064,0.010006,0.009984,0.014961,0.017716,0.017404,0.017656,0.016995,0.025677,0.024261,0.028456,0.03132,0.029072,0.029314,0.037854,0.040835,0.038592,0.034564,0.036498,0.038523,0.032539,0.039802,0.035699,0.033832,0.031855,0.0365,0.030125,0.025183,0.03195,0.031791,0.025509,0.038154,0.027853,0.03651,0.020876,0.010959,0.016753,0.01806,0.021042,0.02428,0.018832,0.018864,0.011844,0.022968,0.018558,0.010866,0.017356,0.010352,0.009665,0.012156,0.01328,0.012401,0.01828,0.002531,0.005319,0.009372,0.001691,0.008515,0.003738,0.002357,0.000689,0.006255,0.004459,0.002303,0.004245,0,0.003651,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,0.001666,0,0.001592,0,0.002404,0.000791,0,0.000747,0.001417,0,0.001479,0.000713,0.000686,0,0.001291,0,0,0,0,0,0,0.000594,0.000587,0,0,0,0,0,0,0,0.000509,0.000522,0,0,0,0.00048,0,0.000454,0.000872,0.000425,0.000853,0.001318,0,0,0.000426,0,0.000848,0,0,0.00087,0.000868,0,0.000432,0.000414,0,0.000829,0.000421,0,0.000412,0.001236,0,0,0.000411,0.000444,0.000429,0.000432,0,0.000438,0,0,0,0.000477,0,0,0,0,0,0,0.000622,0.000734,0,0,0.000549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003293,0,0,0.003025,0,0.00301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008683,0,0.074892,0,0,0
Bob,0,0.000797,0,0.000793,0,0,0,0.002242,0.000709,0.00152,0.000739,0.000713,0,0.000659,0.000646,0,0.001253,0.002513,0,0.000615,0.001254,0.002971,0.002347,0.00058,0.000565,0.002248,0.002217,0.001102,0.002169,0.004239,0.001528,0.002088,0.000511,0.002484,0.003874,0.00048,0.002283,0.001361,0.001744,0.001274,0.000427,0.001757,0.002645,0.000869,0.001279,0.001306,0.00212,0.002572,0.002133,0.003045,0.002604,0.00342,0.003889,0.002901,0.001682,0.001658,0.003368,0.002467,0.002474,0.002473,0.002866,0.004886,0.004115,0.001332,0.001715,0.002592,0.003041,0.002189,0.001833,0.001405,0.004577,0.00143,0.001931,0.001422,0.003766,0.001072,0.003195,0.001673,0.003733,0.002201,0.004178,0.004822,0.002197,0.001154,0.00201,0.001389,0.002036,0.001471,0.00226,0.000755,0.001579,0.002461,0.001547,0,0.004339,0.001725,0.004393,0.000868,0.00166,0.000886,0.00087,0.000844,0,0.000852,0.001691,0.000774,0.001495,0.000786,0.000689,0.001251,0,0,0,0,0,0.00126,0,0.001273,0,0.001166,0,0,0,0,0,0,0,0.001149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003314,0,0,0,0,0,0.002954,0,0,0,0,0,0,0,0,0.011206,0,0,0,0,0.00564,0,0,0,0,0,0,0,0,0,0
Bobbie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000536,0,0,0,0.001467,0.000696,0,0,0,0,0.001389,0.001358,0.000736,0.000753,0.000755,0.001579,0.001641,0.003093,0.005015,0.000868,0.004313,0.001757,0.001737,0,0,0.001741,0.001687,0,0.000852,0.001691,0,0,0.001571,0.001378,0,0.000743,0.000768,0,0,0,0,0,0,0,0,0,0,0,0.000978,0.004058,0,0.001117,0.002298,0,0,0,0.003547,0,0.001844,0,0.002143,0.003016,0,0.004335,0,0,0,0.003735,0.003915,0,0,0,0.00325,0.007017,0,0,0.012872,0.002954,0.021172,0.008911,0.009031,0.009014,0.009996,0.031831,0.007415,0.015613,0.011206,0,0.005986,0,0.028185,0.039477,0.012733,0.005921,0,0.016447,0.008683,0,0.037446,0.05637,0.041615,0.02302
Bobby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000415,0.000421,0,0,0,0,0.000407,0,0,0.000429,0,0,0,0.000458,0,0,0,0,0,0,0,0,0,0,0,0.000696,0,0.000549,0.000577,0.00067,0,0,0,0,0,0.00079,0,0.000773,0.000836,0.000868,0.000863,0.000879,0.001737,0.00083,0.000886,0.001741,0.002531,0,0.000852,0,0,0.000748,0.000786,0,0.000625,0,0.001535,0,0,0,0,0,0,0.00122,0,0,0,0.001007,0.000978,0,0.001148,0.002235,0.003446,0.002502,0,0,0,0.00182,0,0,0.004286,0,0.003981,0,0,0,0,0.018674,0.003915,0.011292,0.003488,0.029828,0.00325,0.028068,0.010068,0.016465,0.012872,0.011816,0.012098,0.011881,0.018061,0.012019,0.01666,0.007074,0.025954,0.02342,0.022412,0.012002,0.011972,0.023347,0.011274,0.067674,0.127332,0.148017,0.101206,0.164474,0.095511,0.085179,0.468077,0.507328,0.603412,0.230203
Bohdan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000743,0.003838,0.005944,0.005477,0.004868,0.010082,0.007695,0.001273,0.00488,0.004665,0.005875,0.003268,0.001007,0.000978,0.003044,0.001148,0,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bold,0.001666,0.000797,0,0.002378,0.003206,0.000791,0.001507,0,0.002126,0.00076,0.001479,0.000713,0,0.000659,0.001291,0,0.000627,0,0,0,0.000627,0.000594,0,0,0,0.001124,0.001662,0.000551,0.000542,0.00053,0.000509,0.000522,0.001023,0.000497,0,0.000959,0.000457,0,0.000436,0.00085,0.000853,0,0.000882,0,0.000426,0.001742,0,0,0,0.000435,0.000434,0,0,0.000829,0,0.000415,0,0.000411,0,0.000824,0,0,0.000411,0,0.001286,0.000432,0.000434,0,0.000458,0,0,0,0,0,0,0.000536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844,0,0,0.000845,0.006193,0.001495,0.002357,0.002066,0.001876,0.002972,0.004605,0.001698,0.002191,0.002434,0.006301,0,0.002546,0.00122,0.003498,0.00235,0.002179,0.002014,0.002934,0.003044,0.001148,0.001117,0.001149,0.005005,0.0014,0,0.001773,0.00182,0.003688,0,0.002143,0,0,0.008669,0,0,0,0,0.003915,0,0,0.003314,0,0,0,0.003293,0,0.002954,0,0,0,0,0,0,0.011123,0.02342,0.003735,0,0.005986,0,0,0.00564,0,0,0,0,0,0,0,0,0,0
Bonnie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000432,0,0,0,0,0,0,0,0,0,0,0.000444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001691,0,0,0,0,0,0,0,0,0,0,0,0.002565,0,0,0,0.001175,0.001089,0.002014,0,0,0,0.001117,0,0.001251,0,0,0,0.00182,0,0.005986,0.008571,0,0.011943,0,0,0.017385,0.00796,0.003735,0.015661,0.003764,0.006976,0.003314,0.025997,0.014034,0.010068,0.006586,0,0.005908,0.012098,0.014851,0.009031,0.00601,0,0.003537,0.018538,0.007807,0.003735,0.018003,0.005986,0.011673,0.016911,0.022558,0.0191,0.005921,0.008434,0,0,0.028393,0.018723,0,0,0.115101
Booth,0.003332,0.002392,0.003184,0.003963,0.000801,0.003164,0.000753,0.002242,0.004252,0.00304,0.002218,0.002852,0.000686,0.001976,0.002583,0.001948,0.003133,0.002513,0.004323,0.002462,0.001254,0.001188,0.001174,0.00058,0.00113,0.003372,0.001108,0,0.002169,0.00159,0.001018,0.002088,0.002046,0.000497,0.002421,0.001439,0.000913,0.001814,0.000436,0.001699,0.000427,0.003075,0.000441,0,0.001279,0.000435,0.000424,0.001286,0.00128,0.00087,0.000868,0.000427,0,0.000414,0.001682,0.000415,0.000842,0.000411,0.00165,0,0.000409,0.000407,0.000411,0.000444,0,0.000432,0,0,0,0,0,0.00143,0,0,0,0,0.001065,0,0.000622,0,0,0,0,0,0,0,0,0,0.000753,0,0,0,0,0.000836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000409,0.000407,0,0,0,0,0.000869,0.000438,0.000917,0,0.000458,0,0.000483,0,0,0.000536,0.000533,0.000558,0.000622,0.001467,0.001393,0.001378,0.000549,0,0.00067,0,0.000679,0.000736,0.000753,0.000755,0.002369,0.00082,0.000773,0.000836,0.001736,0,0.001757,0,0.00166,0.000886,0.001741,0.000844,0,0.000852,0,0.000774,0.000748,0,0,0,0.000743,0.000768,0,0,0,0.00126,0,0,0,0,0.001175,0,0,0,0,0.002296,0,0.001149,0,0,0,0,0,0,0,0.002143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003293,0,0.005908,0,0,0,0,0,0,0,0.003903,0,0,0,0,0,0.016919,0,0.005921,0,0,0,0,0,0,0,0
Boyce,0,0.000797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628,0,0,0,0,0.000587,0,0,0,0.001108,0,0,0,0.001018,0,0,0,0,0,0,0.000454,0,0.000425,0,0,0.000441,0.000434,0.001279,0,0,0.000429,0.000427,0.000435,0.000434,0.000427,0,0,0,0,0.000842,0,0,0.000412,0,0.001221,0.000823,0,0,0,0.000434,0.000876,0.000917,0.000937,0,0.000953,0.001931,0.000948,0.000538,0,0.000533,0,0,0,0.000696,0.001378,0.000549,0,0,0,0.001358,0.000736,0.000753,0,0,0,0.000773,0,0.002603,0,0,0.000868,0,0,0,0.000844,0.000887,0.000852,0.000845,0,0.000748,0.000786,0,0,0.001486,0,0,0,0,0,0.001282,0,0,0,0,0,0,0,0,0.001148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyd,0,0,0.000796,0.000793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0.000542,0,0,0,0,0,0,0,0,0,0,0,0.000427,0,0,0.000869,0,0,0,0.000857,0,0,0.000434,0,0.000432,0.000414,0,0,0,0,0.000412,0,0,0.000407,0,0.000444,0,0.000432,0,0,0,0,0.000458,0,0,0,0.000538,0.000536,0,0.000558,0,0,0,0,0,0.001154,0.00067,0.000695,0,0,0.000753,0,0,0,0,0,0,0.000863,0.000879,0.000868,0.00083,0.000886,0,0.001687,0.000887,0,0.000845,0,0.001495,0.002357,0,0.000625,0.001486,0,0.001698,0.001095,0,0,0,0,0,0.008163,0.00235,0.003268,0.002014,0.005868,0.001015,0.001148,0.003352,0.004595,0.006256,0.0028,0.004447,0,0.00364,0,0,0.002143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01879,0,0
Bracewell,0.000833,0,0,0,0.000801,0.000791,0.000753,0,0,0.00076,0.000739,0.000713,0,0.001317,0,0,0,0,0.000618,0,0,0,0,0.00058,0,0.000562,0.001662,0,0.001085,0.00053,0.001018,0.000522,0,0,0.000484,0.000959,0.000457,0.000454,0.001308,0.000425,0.000427,0.000878,0,0.001303,0,0.000435,0,0,0.000853,0,0.001302,0,0.000432,0.000829,0,0,0.000421,0.001234,0,0,0,0.000814,0,0,0.000429,0,0.000434,0,0,0,0,0.000477,0,0,0.000538,0,0,0,0,0.000734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000748,0,0,0,0,0,0,0.001095,0,0,0,0,0,0,0.001175,0,0,0.000978,0.002029,0,0,0,0,0.0028,0,0.001773,0,0.001844,0,0.004286,0.006032,0.003981,0.004335,0,0,0.00398,0,0.007831,0,0.003488,0.006628,0.00325,0.003509,0.006712,0.009879,0.009654,0.008862,0.018148,0.008911,0.030102,0.003005,0.026656,0.060126,0.055615,0.050744,0.033618,0.018003,0,0.011673,0.011274,0,0.012733,0,0,0,0,0.009464,0,0,0,0
Bradley,0.000833,0,0.000796,0.001585,0,0,0.000753,0.001495,0.002126,0,0,0.000713,0.000686,0.000659,0.000646,0.000649,0.001253,0,0.001235,0.000615,0,0.001188,0.000587,0.00116,0.000565,0.001124,0,0,0.001085,0.00106,0,0.000522,0.001023,0.000497,0.000968,0.000959,0.00137,0,0.000872,0.00085,0.000853,0.000439,0.001322,0.000869,0.000853,0.000435,0.000424,0.000857,0.000427,0.000435,0.000434,0.000427,0,0.000414,0.00042,0,0.000842,0,0.000825,0.000824,0.001228,0,0.000823,0.000888,0.000858,0.000864,0,0,0,0.000468,0.001373,0,0,0,0,0.000536,0,0.000558,0.001244,0,0,0.000689,0.000549,0,0,0,0.000679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844,0.000887,0,0.000845,0,0,0.000786,0,0.000625,0,0,0.000849,0.002191,0,0,0.002565,0.002546,0.00244,0.002332,0.00235,0.002179,0.006041,0.006846,0.008117,0.002296,0.008939,0.006893,0.006256,0.0154,0,0.007093,0.018202,0.011063,0.027935,0.021428,0.018095,0.003981,0.017339,0.018097,0.013038,0.01592,0.018674,0.027407,0.052695,0.03488,0.056342,0.045494,0.059645,0.073833,0.07574,0.099755,0.076805,0.130059,0.207919,0.301023,0.345553,0.44982,0.565891,0.615476,0.526953,0.493071,0.444071,0.365138,0.408568,0.248027,0.439883,0.413828,0.278271,0.269883,0.271382,0.199705,0.075715,0.355739,0.09395,0.020807,0.069061
Brain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000536,0,0,0,0,0.000696,0,0.000549,0,0,0,0.000679,0.000736,0.000753,0.000755,0,0,0,0.000836,0.004339,0.000863,0.002636,0.003473,0.00498,0.000886,0.001741,0.001687,0,0.002556,0.005072,0.00387,0.001495,0,0.001378,0.004378,0.000743,0.00307,0.003396,0.001095,0,0,0,0.002546,0,0.001166,0.001175,0,0,0.000978,0,0,0.001117,0,0.002502,0.0014,0,0.001773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bramley,0.001666,0,0,0.001585,0,0,0.001507,0,0.002835,0,0.001479,0.002139,0,0.002635,0.001291,0.002597,0.001253,0.001256,0,0.001231,0.001254,0.000594,0.001761,0,0.00113,0,0.000554,0.001102,0.001085,0,0,0.000522,0,0,0,0.00048,0.000457,0,0.000872,0,0.001706,0.000439,0.000441,0,0,0.000435,0,0,0,0,0.000434,0,0,0,0,0,0.000421,0,0,0,0,0,0,0,0.000429,0,0,0,0.000458,0,0.000458,0.000953,0.000483,0,0.001076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0.000879,0,0,0,0,0,0.000887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bramwell,0.000833,0,0,0.001585,0,0,0.000753,0,0,0,0,0,0,0,0.000646,0,0,0,0.000618,0.001846,0.000627,0.001782,0,0,0.002259,0,0,0.000551,0.000542,0,0.000509,0,0,0.000994,0,0,0.001826,0.000907,0.000872,0.001274,0.000427,0.000439,0,0,0.000426,0.000871,0.001272,0.001286,0.00128,0,0.001302,0.000855,0.001728,0.000829,0,0.001244,0.002105,0.002467,0.000825,0.000412,0.000409,0.001221,0.001646,0.002219,0.000858,0.002592,0.001303,0.000876,0.00275,0.001405,0,0.000953,0.001931,0,0.000538,0.001072,0.001065,0.002231,0.001866,0.001467,0.002089,0.002756,0,0.003461,0.00201,0.000695,0.002036,0.001471,0.00226,0.002264,0.00079,0.00082,0.001547,0.001672,0.002603,0.000863,0.002636,0.003473,0.00083,0,0,0.001687,0.001773,0.000852,0,0.001548,0.000748,0.002357,0,0.000625,0,0.002303,0,0,0,0,0,0,0,0,0.001175,0,0,0.000978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
