Name,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Linzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001282,0,0.00366,0,0.0047,0.002179,0.003021,0.000978,0.003044,0.002296,0,0.006893,0.001251,0.0014,0.004447,0.003547,0.016382,0.011063,0.007981,0.017142,0.039206,0.011943,0.017339,0.009049,0.008692,0.00398,0.00747,0.003915,0.015056,0.003488,0,0.016248,0.017543,0.010068,0.016465,0.003218,0.011816,0.009074,0.008911,0.015051,0,0.006664,0.003537,0,0,0,0,0,0,0,0,0,0.011841,0,0,0,0,0,0,0,0
Lionel,0.001666,0.00319,0.002388,0.006341,0.002404,0.002373,0.003014,0.002242,0.000709,0.00076,0.002958,0.002852,0.000686,0.001976,0.001937,0,0.00188,0.002513,0.001235,0.003693,0.003135,0.003565,0.001761,0.004059,0.002824,0.00281,0.007204,0.004408,0.00705,0.005299,0.00611,0.004697,0.006138,0.005962,0.012106,0.008632,0.008217,0.013155,0.01613,0.015293,0.013225,0.015812,0.013224,0.016942,0.014923,0.020029,0.015267,0.017574,0.020055,0.016532,0.023006,0.015389,0.020741,0.021134,0.019338,0.017824,0.021047,0.020971,0.019796,0.025963,0.019245,0.01995,0.020573,0.02308,0.020582,0.02117,0.020856,0.024953,0.026123,0.026222,0.019223,0.02049,0.018824,0.025123,0.025822,0.024647,0.026093,0.020078,0.033597,0.03155,0.036906,0.026177,0.028018,0.030569,0.032836,0.031952,0.032581,0.030901,0.035404,0.039238,0.025267,0.040194,0.027838,0.03009,0.028637,0.037958,0.028996,0.028653,0.026559,0.017716,0.026114,0.035433,0.031029,0.019596,0.025362,0.024771,0.01869,0.031421,0.01791,0.015012,0.007431,0.01535,0.002547,0.013144,0.014603,0.006301,0.00513,0.011459,0.00732,0.005831,0.005875,0.008714,0.012082,0.00489,0.006087,0.00574,0.002235,0.005744,0.012512,0.007,0.00593,0.00532,0.00182,0.001844,0.001995,0,0.003016,0.003981,0.004335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005637,0,0,0,0,0,0,0,0,0,0,0
Lisa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000627,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0,0,0.000511,0,0,0,0,0.000454,0,0.000425,0,0.000439,0,0.000434,0.000426,0,0,0,0,0,0,0,0,0,0,0,0.000842,0.000411,0,0,0,0.000407,0,0,0.000429,0,0.000434,0.000438,0,0,0,0.000477,0,0,0.000538,0,0.001065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000773,0,0,0,0.000879,0,0.00083,0.000886,0,0,0,0,0.001691,0,0.000748,0.000786,0,0.000625,0.000743,0,0.001698,0.004381,0.006085,0.006301,0.012825,0.016552,0.01464,0.019824,0.032899,0.025053,0.039267,0.098782,0.088268,0.135472,0.159782,0.281464,0.64814,0.809206,1.021391,1.29451,1.379737,1.465789,1.566366,1.435643,1.227456,1.194268,0.884265,1.162738,1.038724,1.229802,0.985994,1.084531,1.114122,0.903383,0.7457,0.594677,0.557856,0.617512,0.38858,0.415111,0.274725,0.23592,0.169305,0.114389,0.096154,0.04998,0.063663,0.029661,0.050744,0.037354,0.024004,0,0.023347,0.028185,0.022558,0.012733,0,0.025302,0.008224,0,0,0,0,0,0
Lisbeth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000734,0,0,0.000549,0.000577,0,0,0.000679,0.000736,0,0,0,0,0,0,0.000868,0,0,0,0,0,0,0.000844,0.000887,0,0,0.001548,0.000748,0.003142,0.002066,0.002502,0.002972,0,0.003396,0.003286,0,0.00126,0.001282,0.001273,0.00244,0,0.001175,0,0.001007,0,0.001015,0,0.001117,0,0,0.0056,0,0,0,0,0.001995,0,0,0,0,0,0,0,0,0,0,0,0.003314,0,0.003509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisette,0,0,0,0.000793,0,0,0,0.000747,0,0,0,0,0,0,0,0,0,0,0,0,0.000627,0.000594,0.000587,0.00058,0,0.000562,0.000554,0,0.000542,0,0.000509,0,0.001023,0.000497,0.000484,0,0.000457,0,0.000436,0,0,0.000439,0,0,0.000426,0,0.000424,0,0,0.001305,0.000434,0,0,0,0,0.000415,0,0.000411,0,0,0.000409,0,0.000411,0,0,0,0,0,0.000458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000887,0.000852,0,0,0,0,0.000689,0,0.001486,0,0,0,0,0,0,0,0.00122,0,0,0.001089,0,0,0.001015,0.002296,0.001117,0,0,0.0028,0.001482,0,0,0.003688,0.005986,0,0,0.003981,0.008669,0,0,0.00398,0,0,0,0,0,0,0,0,0.009879,0.003218,0,0,0,0,0,0,0,0.003708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lister,0.002499,0.004784,0.004776,0.003963,0.001603,0.000791,0.006027,0.002989,0.004252,0.007601,0.003697,0.004278,0.001372,0.005929,0.003228,0.004545,0.002507,0.002513,0.003705,0.004308,0.005017,0.005347,0.004108,0.004639,0.002824,0.003934,0.004433,0.003306,0.001627,0.00106,0.002546,0.003131,0.003069,0.000994,0.001937,0.003837,0.004109,0.003175,0.002616,0.003398,0.00256,0.003953,0.002204,0.003475,0.001279,0.002177,0.004241,0.002572,0.002133,0.004351,0.003039,0.002565,0.001728,0.002072,0.002943,0.002487,0.001263,0.002056,0.002062,0.002473,0.001638,0.001221,0.002057,0.001332,0.003859,0.001728,0.002607,0.000876,0.000458,0.000937,0.000458,0.001906,0.001448,0.000474,0,0.000536,0.001598,0.001115,0.001244,0,0.000696,0,0.003296,0,0.00067,0.000695,0,0,0,0.000755,0,0,0,0,0,0.000863,0,0,0,0,0.001741,0,0.000887,0,0.000845,0.001548,0,0,0,0.001251,0,0.000768,0,0.001095,0,0,0.001282,0,0,0,0,0,0,0,0,0.001148,0,0,0,0,0,0.003547,0.00182,0,0.001995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Livinia,0.001666,0,0.001592,0.00317,0.004808,0.000791,0.00226,0.000747,0.002126,0.00228,0.002218,0.002139,0.002059,0.000659,0.001291,0,0.001253,0.001256,0.000618,0.000615,0.000627,0.000594,0.000587,0.00232,0,0.001124,0.000554,0,0.001085,0.00106,0.001018,0,0.000511,0.000994,0.001937,0.00048,0,0.000454,0.000436,0.000425,0.000427,0,0,0,0,0,0.000848,0,0,0.000435,0,0,0.000432,0,0,0.000415,0,0,0.000412,0.000412,0,0,0,0,0.000429,0.000864,0,0,0,0,0.000458,0,0.000483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liza,0.000833,0,0,0,0.000801,0.000791,0,0,0,0.00076,0.001479,0,0,0,0.000646,0.000649,0,0.000628,0,0,0,0,0.000587,0.00058,0,0.000562,0.001108,0.000551,0,0.00106,0,0,0.000511,0,0.000484,0.00048,0.000457,0.000454,0.000436,0.00085,0.000427,0,0.000882,0.000434,0,0,0.000424,0,0,0,0,0,0,0,0,0.000415,0,0,0.000412,0.000412,0.000409,0,0,0.000444,0.000429,0.000432,0,0,0.000917,0.000468,0,0.000477,0,0,0,0,0.001065,0.000558,0,0,0.000696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001217,0,0,0,0,0,0.001175,0,0,0,0.002029,0.001148,0,0.004595,0.005005,0.0084,0.011859,0.023053,0.023663,0.012906,0.021949,0.025713,0.018095,0.023885,0.021673,0.018097,0.008692,0.00796,0.003735,0.015661,0,0.003488,0.006628,0.006499,0,0,0.006586,0.003218,0.008862,0,0.00297,0.018061,0.003005,0,0.003537,0,0.003903,0,0,0,0,0,0,0.006367,0.017762,0,0,0,0,0,0,0,0
Lizzey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000659,0.000646,0,0,0,0,0.001846,0.001254,0.000594,0.001761,0.00174,0.001694,0.001124,0.001108,0.002755,0.002169,0.00159,0.002037,0,0.002046,0.000994,0.000484,0.002877,0.000457,0.000907,0.000436,0,0,0,0,0,0,0,0,0,0,0,0.000434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lizzie,0,0,0,0.000793,0,0,0,0,0,0.00076,0,0.000713,0.000686,0.000659,0.001291,0.004545,0.002507,0.003141,0.009881,0.009847,0.01505,0.016041,0.019953,0.032474,0.030498,0.049451,0.053751,0.0584,0.073757,0.093259,0.083509,0.097072,0.094622,0.114775,0.116703,0.112222,0.129648,0.119753,0.127735,0.135085,0.145901,0.153288,0.144584,0.162466,0.154773,0.188101,0.175997,0.181309,0.203107,0.155752,0.177537,0.168422,0.175862,0.188959,0.173197,0.189429,0.161641,0.158312,0.148881,0.152891,0.161328,0.132321,0.142363,0.149135,0.129497,0.130478,0.109058,0.108128,0.10266,0.095056,0.095198,0.0953,0.083017,0.073948,0.073162,0.061617,0.050588,0.051869,0.049151,0.041089,0.043869,0.033066,0.032962,0.020764,0.017423,0.01806,0.011539,0.0103,0.006026,0.007546,0.008686,0.002461,0.003866,0.002507,0.001736,0.001725,0.003515,0.001737,0.00332,0.000886,0.00087,0.001687,0.000887,0.000852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003332,0,0,0,0,0,0,0.005837,0,0,0,0,0,0,0,0,0,0,0,0
Lizzy,0,0,0.000796,0,0,0,0,0,0.000709,0.00076,0.002218,0.000713,0.001372,0.003952,0.002583,0.005194,0.006267,0.005026,0.007411,0.006154,0.017558,0.012477,0.014085,0.014497,0.01299,0.010677,0.008312,0.020936,0.016812,0.013247,0.014767,0.014091,0.014833,0.0159,0.015012,0.015347,0.016891,0.013608,0.010899,0.009345,0.008959,0.010541,0.007494,0.004344,0.007248,0.006531,0.005937,0.006001,0.007254,0.007396,0.006511,0.005557,0.003457,0.004144,0.002102,0.006632,0.003368,0.004112,0.004537,0.001236,0.003276,0.000814,0.002057,0.002663,0.000429,0,0.001738,0.000876,0,0.000468,0.000458,0,0,0,0.000538,0,0,0.000558,0.000622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005637,0,0,0,0,0,0,0,0,0,0,0
Llewellyn,0,0.001595,0.000796,0,0.002404,0,0.001507,0.002242,0.00567,0.00228,0.001479,0.002852,0.002745,0.002635,0.003228,0.001298,0.00188,0.002513,0.004323,0.004924,0.005017,0.002376,0.004695,0.005799,0.004518,0.004496,0.003879,0.003306,0.004881,0.004769,0.005601,0.009394,0.009206,0.006956,0.008232,0.004796,0.004565,0.005897,0.010899,0.011045,0.012372,0.01142,0.008816,0.012598,0.008101,0.009579,0.008058,0.010716,0.007681,0.009571,0.010852,0.008549,0.011667,0.012846,0.013452,0.011606,0.007577,0.012747,0.008661,0.008242,0.008599,0.007329,0.009052,0.007989,0.006861,0.009937,0.009124,0.005253,0.003666,0.004683,0.005035,0.007148,0.008688,0.004266,0.006993,0.005894,0.00852,0.007251,0.003111,0.005136,0.008356,0.003444,0.002747,0.002307,0.00067,0.003473,0.004073,0.003679,0.00452,0.000755,0.003158,0.002461,0.005413,0.000836,0.005207,0,0.000879,0.000868,0.00332,0,0.002611,0.000844,0.00266,0,0.003382,0.002322,0.001495,0,0.001378,0.000625,0.002972,0.000768,0,0.002191,0,0,0,0.001273,0,0,0,0.002179,0,0,0.001015,0.001148,0,0,0.002502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005837,0,0,0,0.005921,0.016868,0,0,0,0,0,0,0
Llewelyn,0.003332,0.007177,0.005572,0.006341,0.006411,0.009492,0.008288,0.003737,0.00567,0.005321,0.005915,0.002852,0.006176,0.009881,0.006457,0.010388,0.004387,0.007539,0.008646,0.003693,0.010033,0.007724,0.007629,0.009858,0.006777,0.010115,0.005541,0.012672,0.008677,0.006888,0.008147,0.010438,0.011252,0.008447,0.006779,0.012469,0.0105,0.010433,0.008283,0.014443,0.013652,0.013616,0.009257,0.01086,0.011938,0.012192,0.014419,0.017145,0.017068,0.012617,0.020836,0.014961,0.011667,0.012846,0.018497,0.014508,0.0181,0.018504,0.02227,0.019369,0.016378,0.012621,0.016458,0.01953,0.018867,0.017714,0.016511,0.019262,0.020165,0.016389,0.016934,0.016678,0.013032,0.016591,0.018828,0.014467,0.011715,0.015059,0.014932,0.016876,0.012534,0.0124,0.010438,0.015573,0.012732,0.009725,0.011539,0.007357,0.011299,0.011319,0.006317,0.012304,0.003093,0.006687,0.006942,0.006039,0.005272,0.006078,0.00747,0.002657,0.003482,0.004218,0.006206,0.006816,0.000845,0.00387,0.000748,0.000786,0.001378,0.000625,0.002229,0.002303,0.000849,0,0.001217,0,0.003847,0.00382,0.00122,0,0.001175,0,0.001007,0,0.001015,0,0,0.001149,0.001251,0,0,0,0.00182,0.003688,0,0,0,0.003981,0.004335,0,0,0,0,0,0,0,0,0,0,0,0.003293,0.003218,0.002954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llinos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000412,0,0,0,0.000411,0,0.000429,0,0,0,0,0.000468,0,0.000477,0.000483,0.000474,0.001076,0,0.000533,0,0.001244,0.001467,0,0,0.000549,0,0,0,0.000679,0.000736,0,0.001509,0.001579,0.001641,0.000773,0.001672,0.002603,0.000863,0.000879,0.002605,0.00166,0.002657,0.003482,0.000844,0.003546,0.002556,0,0.005419,0.004486,0.002357,0.002755,0.001251,0.004459,0.002303,0.002547,0.002191,0.003651,0.003781,0,0.001273,0.00122,0.002332,0.003525,0.003268,0.002014,0.00489,0.005073,0.004592,0,0.003446,0.008759,0.0014,0.00593,0.003547,0.00364,0.007375,0.007981,0,0.012063,0.007962,0.004335,0.018097,0.030423,0.02388,0.022409,0.003915,0,0,0.006628,0.009749,0.003509,0.010068,0.019758,0.006436,0.002954,0.015123,0.005941,0.015051,0.003005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd,0.004998,0.004784,0.000796,0.004756,0.003206,0.002373,0.004521,0.002989,0.002835,0.00304,0.001479,0.003565,0.002745,0.003294,0.002583,0.001298,0.001253,0.003141,0.00247,0.001846,0.001881,0.002376,0.000587,0.00174,0,0.005058,0.000554,0.001653,0.004881,0.003709,0.00611,0.001044,0.005626,0.004969,0.003874,0.004796,0.003196,0.005443,0.003924,0.002974,0.004693,0.004392,0.002645,0.001303,0.002558,0.002613,0.005937,0.003858,0.00384,0.00348,0.005643,0.002565,0.005617,0.003315,0.005885,0.004974,0.004209,0.00329,0.003299,0.005769,0.004914,0.0057,0.007818,0.003995,0.006432,0.004753,0.005648,0.003502,0.005041,0.004683,0.006408,0.013342,0.010618,0.009006,0.009145,0.025719,0.00852,0.009481,0.005599,0.013207,0.011838,0.0062,0.004395,0.005191,0.006701,0.003473,0.003394,0.001471,0.003013,0.001509,0.003948,0.007382,0.001547,0.004179,0.002603,0.006039,0.002636,0.003473,0.00332,0.001772,0.001741,0.005905,0.00266,0.003408,0.004227,0.002322,0.007476,0.005499,0.004133,0.007506,0.00966,0.004605,0.007642,0.002191,0.004868,0.003781,0.006412,0.007639,0.00854,0.008163,0.021149,0.008714,0.016109,0.019561,0.019277,0.012629,0.007821,0.010339,0.01001,0.0196,0.014824,0.01064,0.016382,0.011063,0.023944,0.008571,0.012063,0.011943,0.008669,0.018097,0.026077,0.0199,0.00747,0.015661,0.022584,0.045344,0.013257,0.019498,0.042102,0.026848,0.049396,0.070794,0.044311,0.054443,0.041584,0.069235,0.051082,0.036652,0.01061,0.022246,0.02342,0.029883,0.024004,0.017958,0.005837,0.028185,0.016919,0.006367,0.023683,0.059037,0,0.017366,0.028393,0,0,0,0
Llywelyn,0,0,0,0,0.001603,0.001582,0,0,0,0.00076,0.000739,0,0,0.001976,0.000646,0.000649,0,0,0.000618,0.001231,0,0.000594,0,0.00116,0.001694,0.000562,0.001108,0.000551,0.000542,0.00053,0,0.001044,0.001534,0,0.000968,0,0,0,0.00218,0.002124,0,0.000439,0.000441,0.000869,0.000426,0,0.000424,0.000429,0,0.00087,0,0,0,0.000829,0.000841,0.000829,0.000421,0.000411,0,0,0,0,0,0,0.000429,0,0,0,0,0,0.000458,0,0.000483,0,0,0.000536,0,0.002231,0,0,0,0,0,0,0,0,0,0,0,0,0.002369,0,0,0,0.000868,0,0,0.000868,0,0,0,0.000844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0.00058,0.000565,0,0.000554,0,0,0.00053,0,0,0.000511,0,0.000484,0,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0.000435,0,0,0,0,0,0,0,0,0.000412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087,0,0,0,0.000845,0,0,0,0,0,0,0,0.000849,0,0,0,0,0.002546,0,0,0,0.001089,0,0,0,0,0,0.001149,0,0,0,0,0,0.001844,0,0,0,0,0,0,0,0,0,0.003915,0,0,0,0.00325,0.003509,0,0,0,0.011816,0.003025,0.005941,0.009031,0,0.003332,0.021221,0.011123,0.027323,0.014942,0.042007,0.065845,0.058367,0.152198,0.146628,0.082766,0.118413,0.28675,0.287829,0.364678,0.444823,0.524246,0.620068,0.416146,0.575506
Lois,0.00833,0.011961,0.01194,0.005548,0.01122,0.011074,0.012055,0.009715,0.010631,0.005321,0.008873,0.012121,0.004804,0.013833,0.012914,0.012336,0.013786,0.013192,0.011116,0.017232,0.016931,0.010694,0.014085,0.012178,0.01299,0.014611,0.023828,0.013223,0.017355,0.015896,0.016804,0.024529,0.024039,0.020371,0.017433,0.018224,0.022825,0.019505,0.01831,0.017841,0.024317,0.014934,0.021159,0.029105,0.020892,0.019158,0.016964,0.023146,0.022615,0.028714,0.019533,0.017954,0.01858,0.01989,0.018917,0.02114,0.021889,0.014392,0.017734,0.021842,0.017197,0.021171,0.018515,0.023968,0.019296,0.01685,0.016511,0.019699,0.020624,0.021072,0.021053,0.022396,0.020754,0.024175,0.02098,0.022504,0.01704,0.020636,0.021776,0.016876,0.019497,0.019977,0.020876,0.025955,0.027475,0.017365,0.018327,0.027222,0.020338,0.027165,0.01974,0.027069,0.019332,0.031761,0.025166,0.034507,0.038661,0.01997,0.01245,0.02746,0.021762,0.017716,0.019504,0.015336,0.012681,0.016256,0.013457,0.010997,0.016532,0.009382,0.010403,0.011513,0.00934,0.017526,0.014603,0.018904,0.007695,0.011459,0.01342,0.010495,0.018799,0.010893,0.015103,0.008802,0.007102,0.011481,0.014526,0.010339,0.01001,0.0084,0.011859,0.01064,0.005461,0.009219,0.007981,0.008571,0.012063,0.023885,0.004335,0.013573,0.004346,0.0199,0.033613,0.007831,0.01882,0.020928,0.033142,0.042245,0.02456,0.053697,0.029637,0.022525,0.041356,0.045369,0.035643,0.048164,0.039062,0.046648,0.035368,0.051908,0.066357,0.044825,0.102016,0.029929,0.07004,0.045096,0.045116,0.050933,0.076969,0.059037,0.049342,0.06078,0.104108,0.093615,0.01879,0.166459,0.092081
Lola,0,0,0,0,0,0,0,0,0,0.00076,0,0,0,0.000659,0,0,0,0,0,0,0,0,0.000587,0,0,0,0,0,0,0.00053,0.000509,0,0,0,0,0,0,0,0.000436,0,0.000853,0,0.000441,0,0,0,0,0.000429,0.000427,0,0.000434,0,0,0,0,0.000829,0,0.000822,0,0.000412,0.000819,0.000407,0.000823,0.000888,0,0,0.000434,0.000438,0.000917,0.000937,0.000915,0.000953,0.000483,0.001422,0.001076,0.000536,0.001065,0.001673,0.001244,0,0.003482,0.002756,0.001099,0.001154,0.00134,0.001389,0.003394,0.000736,0.006026,0.000755,0,0.003281,0.003866,0.004179,0.003471,0.000863,0,0.000868,0.00083,0.003543,0.002611,0.000844,0.000887,0.001704,0,0,0,0,0.001378,0.000625,0.000743,0.000768,0.000849,0.001095,0,0,0,0.002546,0,0,0,0.001089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009048,0.003981,0,0,0,0,0,0.003915,0,0,0.006628,0,0.003509,0,0,0.003218,0.002954,0.003025,0,0.00301,0,0,0,0,0.007807,0.014942,0.006001,0.023943,0.05253,0.039459,0.045116,0.120965,0.260509,0.303618,0.106908,0.225753,0.198751,0.524246,0.394589,0.166459,0.299263
Lona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000627,0,0,0,0.000565,0,0.000554,0,0,0.00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424,0,0,0.000435,0.000434,0,0.000432,0,0,0,0,0.000822,0,0,0.000409,0,0,0.000444,0,0.001296,0.000434,0.000876,0,0.000468,0.000458,0.000477,0.000965,0.000474,0,0.001072,0,0.000558,0,0.001467,0.001393,0.001378,0.000549,0.001154,0,0.002778,0.002715,0.002207,0.000753,0.001509,0,0.004101,0.003866,0,0.000868,0.001725,0.003515,0.001737,0.00498,0,0.00087,0.001687,0.003546,0.002556,0.001691,0.002322,0.001495,0.001571,0.002755,0,0.001486,0,0.000849,0,0,0,0.001282,0,0,0,0.001175,0,0,0,0,0.003444,0,0,0.001251,0.0014,0.001482,0,0,0.003688,0,0.004286,0,0,0,0,0,0.00398,0,0,0.003764,0.003488,0,0,0,0,0.003293,0.003218,0,0,0.00297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonsdale,0,0,0.002388,0,0.002404,0,0.000753,0,0,0,0,0,0.000686,0,0,0,0.000627,0,0.000618,0.000615,0,0.001188,0,0.00058,0,0,0.000554,0.000551,0,0,0.001528,0,0.001534,0,0.000484,0,0.000457,0.000454,0.000872,0,0,0,0.000441,0.000434,0,0.000871,0.000424,0.001286,0.000853,0.000435,0,0.000427,0.000864,0.000829,0.00042,0.000415,0.000421,0,0.000825,0,0.000409,0.000814,0,0.000444,0,0,0,0,0,0,0.000915,0,0,0,0,0,0,0,0,0,0.000696,0,0.000549,0,0.00067,0,0,0.000736,0,0,0,0,0,0.000836,0,0,0,0,0,0,0,0,0,0,0,0,0.000748,0,0,0,0,0,0,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lora,0,0.000797,0,0,0.001603,0,0,0,0.000709,0.00228,0,0.001426,0,0.000659,0,0.001298,0,0.001256,0.000618,0.001846,0.000627,0.001188,0.000587,0,0.002259,0.001124,0.001108,0.002204,0.002169,0.00106,0.000509,0,0.000511,0.000994,0.001453,0.00048,0.000457,0.000907,0.000436,0.00085,0.000853,0.000439,0,0.000434,0.000426,0.000871,0.000424,0.000857,0.000853,0.000435,0,0.001282,0.001728,0,0,0.000415,0.000421,0,0.000825,0.001236,0.000409,0.000814,0.000823,0.001332,0.000858,0.000864,0.000434,0.000876,0.000458,0,0.000458,0.000477,0.000965,0.000474,0.000538,0.000536,0,0,0.000622,0.001467,0.000696,0.000689,0.000549,0.000577,0.00134,0,0.000679,0,0,0.000755,0,0,0,0,0.001736,0,0,0,0.00083,0.000886,0.00087,0,0,0.000852,0,0,0,0,0,0.000625,0,0,0.000849,0.001095,0.001217,0.00126,0.001282,0,0,0,0,0,0.001007,0,0,0.001148,0,0.001149,0,0,0,0,0.00364,0.001844,0,0.002143,0,0,0,0.004524,0.004346,0.00398,0,0,0.003764,0.006976,0,0,0.003509,0.003356,0.006586,0,0,0,0.005941,0.00602,0.003005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
